Order ID,Order Date,State,Region,Category,Product,Segment,Sales,Profit,Discount,Units Sold
8026,2024-06-11,West Bengal,South,Electronics,Smartphone,Corporate,36203.16,2739.56,0.13,6
8027,2023-05-20,West Bengal,South,Apparel,T-Shirt,Corporate,22755.07,3361.36,0.19,8
8028,2023-08-16,Karnataka,West,Apparel,Jeans,Consumer,25174.35,2503.24,0.39,5
8029,2024-08-07,Telangana,South,Electronics,Smartphone,Consumer,13300.18,1035.62,0.42,2
8030,2024-05-11,Karnataka,East,Apparel,T-Shirt,Corporate,15869.48,1559.75,0.38,3
8031,2024-04-03,Tamil Nadu,North,Electronics,Echo Dot,Consumer,37799.17,6227.68,0.28,3
8032,2023-11-26,Karnataka,West,Electronics,Laptop,Consumer,19199.41,2136.8,0.08,9
8033,2024-01-06,West Bengal,East,Apparel,T-Shirt,Consumer,16787.95,1612.5,0.03,6
8034,2023-07-15,West Bengal,South,Electronics,Echo Dot,Corporate,7175.8,582.25,0.48,1
8035,2024-06-16,West Bengal,West,Electronics,Echo Dot,Corporate,8479.4,488.59,0.03,1
8036,2023-03-21,West Bengal,West,Electronics,Smartphone,Consumer,45491.92,7594.3,0.12,1
8037,2023-06-23,Tamil Nadu,South,Electronics,Laptop,Consumer,31618.93,2471.61,0.49,8
8038,2023-04-04,Karnataka,North,Electronics,Laptop,Consumer,36023.0,3754.68,0.05,9
8039,2023-06-24,Delhi,South,Apparel,Jeans,Corporate,3228.84,481.68,0.2,5
8040,2023-01-08,Delhi,North,Home Appliances,Mixer,Corporate,9692.41,1064.53,0.45,2
8041,2023-04-18,Tamil Nadu,West,Apparel,T-Shirt,Corporate,17472.32,1337.83,0.48,5
8042,2024-07-04,Tamil Nadu,South,Home Appliances,Mixer,Consumer,37587.39,4894.45,0.42,8
8043,2023-10-15,Tamil Nadu,West,Apparel,Jeans,Consumer,22362.09,5224.64,0.03,8
8044,2024-07-08,Delhi,West,Apparel,Shoes,Consumer,42965.84,4982.21,0.22,9
8045,2023-04-28,Telangana,East,Electronics,Laptop,Corporate,32183.54,1069.17,0.5,8
8046,2024-02-07,Delhi,West,Electronics,Echo Dot,Corporate,47053.63,11064.15,0.05,5
8047,2024-05-30,Telangana,West,Apparel,Jeans,Consumer,39207.01,5142.62,0.17,8
8048,2023-02-14,Telangana,South,Apparel,Jacket,Consumer,40449.24,3699.43,0.24,8
8049,2024-01-23,West Bengal,East,Electronics,Laptop,Consumer,25446.57,4024.85,0.02,8
8050,2023-08-25,West Bengal,North,Electronics,Laptop,Corporate,49910.29,5346.42,0.08,2
8051,2023-08-15,Tamil Nadu,North,Home Appliances,Microwave,Corporate,11645.61,2084.97,0.06,6
8052,2024-01-07,West Bengal,West,Home Appliances,Washing Machine,Consumer,37747.03,4154.72,0.11,5
8053,2023-04-30,Telangana,East,Electronics,Smartphone,Corporate,11228.73,765.84,0.28,5
8054,2024-08-05,Telangana,South,Electronics,Laptop,Consumer,10741.79,1520.91,0.21,3
8055,2023-04-18,Maharashtra,West,Home Appliances,Refrigerator,Corporate,20845.94,2085.95,0.35,5
8056,2023-01-06,Tamil Nadu,West,Apparel,Shoes,Corporate,37360.28,3446.65,0.16,8
8057,2024-04-21,Telangana,East,Apparel,Jacket,Corporate,28980.28,4485.35,0.35,3
8058,2023-09-19,West Bengal,East,Apparel,Shoes,Corporate,44750.59,4058.27,0.1,9
8059,2024-02-10,Delhi,South,Electronics,Echo Dot,Consumer,31813.53,6002.81,0.09,9
8060,2023-03-08,Karnataka,East,Electronics,Laptop,Consumer,5930.07,1118.21,0.19,2
8061,2023-05-23,Tamil Nadu,West,Home Appliances,Microwave,Consumer,30148.8,2799.32,0.31,1
8062,2024-01-24,Karnataka,East,Apparel,Jeans,Corporate,45890.78,7711.4,0.29,1
8063,2023-10-27,Maharashtra,East,Apparel,Jacket,Consumer,3061.13,279.71,0.3,3
8064,2024-04-11,Maharashtra,North,Electronics,Bose Headphones,Consumer,23641.68,1599.8,0.29,4
8065,2024-02-26,Maharashtra,East,Electronics,Tablet,Consumer,18846.71,2383.0,0.22,4
8066,2023-08-31,Karnataka,East,Apparel,Jacket,Consumer,45398.35,8927.7,0.04,5
8067,2024-03-25,Maharashtra,South,Electronics,Tablet,Corporate,45588.26,2658.73,0.22,8
8068,2023-05-02,Delhi,South,Apparel,Jeans,Consumer,19304.67,3333.46,0.05,1
8069,2023-06-09,Karnataka,East,Electronics,Smartphone,Corporate,14960.4,2898.99,0.06,7
8070,2023-12-24,Telangana,East,Electronics,Echo Dot,Consumer,1250.67,177.66,0.27,9
8071,2023-06-08,Delhi,East,Electronics,Echo Dot,Consumer,12652.9,1345.13,0.44,1
8072,2024-08-12,Telangana,North,Electronics,Laptop,Consumer,16044.21,2482.89,0.36,5
8073,2024-06-10,Tamil Nadu,West,Electronics,Tablet,Corporate,11631.42,1353.21,0.24,8
8074,2024-07-11,Tamil Nadu,South,Apparel,T-Shirt,Corporate,41662.68,4186.32,0.47,2
8075,2023-01-20,Telangana,West,Apparel,Shoes,Consumer,48668.82,5704.08,0.21,1
8076,2024-07-09,Karnataka,North,Home Appliances,Washing Machine,Consumer,6993.49,485.88,0.14,8
8077,2024-06-03,Telangana,North,Electronics,Smartphone,Consumer,44462.12,7665.04,0.14,9
8078,2024-08-13,Karnataka,East,Electronics,Echo Dot,Corporate,23708.98,5559.04,0.05,2
8079,2023-01-09,Delhi,South,Apparel,Jacket,Corporate,41383.03,2940.62,0.31,9
8080,2023-11-29,Karnataka,West,Home Appliances,Mixer,Corporate,6961.82,770.02,0.08,6
8081,2024-02-29,Telangana,South,Electronics,Echo Dot,Consumer,3565.69,221.4,0.29,2
8082,2023-11-18,Telangana,West,Home Appliances,Refrigerator,Corporate,16945.75,1695.93,0.21,7
8083,2024-05-23,West Bengal,South,Electronics,Echo Dot,Consumer,19817.11,3210.15,0.08,4
8084,2023-01-26,West Bengal,West,Electronics,Tablet,Consumer,40602.89,2069.81,0.24,8
8085,2024-08-21,West Bengal,North,Apparel,Jeans,Corporate,38974.29,5957.69,0.14,5
8086,2023-01-30,West Bengal,North,Electronics,Tablet,Corporate,16529.2,877.89,0.07,2
8087,2024-08-06,Telangana,West,Electronics,Tablet,Consumer,3328.59,266.92,0.49,1
8088,2023-04-14,Tamil Nadu,North,Home Appliances,Refrigerator,Corporate,9707.89,509.88,0.17,4
8089,2024-05-08,Tamil Nadu,North,Electronics,Tablet,Corporate,26349.13,872.49,0.34,6
8090,2023-03-27,Tamil Nadu,North,Electronics,Echo Dot,Consumer,23329.1,2921.05,0.26,2
8091,2023-08-01,Delhi,North,Home Appliances,Refrigerator,Corporate,25208.89,4084.75,0.13,7
8092,2024-08-22,Delhi,East,Electronics,Smartphone,Consumer,16897.59,1372.95,0.03,3
8093,2024-01-31,Karnataka,East,Apparel,Shoes,Consumer,28696.25,3803.25,0.11,2
8094,2023-05-30,Tamil Nadu,East,Electronics,Laptop,Corporate,19288.79,2795.43,0.13,3
8095,2023-10-31,West Bengal,East,Apparel,Shoes,Corporate,36640.14,2418.41,0.39,9
8096,2023-12-12,Delhi,West,Electronics,Tablet,Corporate,25680.12,1852.14,0.32,8
8097,2024-06-25,Karnataka,South,Electronics,Echo Dot,Corporate,2762.08,451.02,0.31,9
8098,2023-09-26,Karnataka,North,Electronics,Bose Headphones,Corporate,12078.53,1223.46,0.03,4
8099,2023-02-18,Telangana,East,Apparel,Jacket,Consumer,38341.01,1883.46,0.35,7
8100,2023-03-01,Delhi,South,Electronics,Echo Dot,Corporate,11389.47,1916.46,0.2,6
8101,2023-03-23,Karnataka,West,Apparel,T-Shirt,Corporate,27472.85,2142.93,0.41,3
8102,2024-01-04,West Bengal,South,Electronics,Echo Dot,Corporate,14620.68,1403.09,0.24,6
8103,2023-11-02,Telangana,South,Home Appliances,Mixer,Corporate,36767.13,4694.39,0.35,2
8104,2023-11-29,Delhi,South,Apparel,T-Shirt,Consumer,22221.49,1153.46,0.27,7
8105,2024-02-22,Delhi,South,Apparel,T-Shirt,Consumer,27010.14,2490.42,0.16,1
8106,2024-05-20,Telangana,North,Electronics,Laptop,Corporate,13835.48,1813.67,0.2,5
8107,2023-11-24,Tamil Nadu,South,Home Appliances,Washing Machine,Corporate,6323.09,1143.17,0.26,3
8108,2023-11-19,Karnataka,South,Apparel,Jacket,Consumer,40563.09,9257.98,0.05,9
8109,2024-04-18,Delhi,North,Home Appliances,Mixer,Consumer,13277.02,614.57,0.34,6
8110,2024-08-20,Tamil Nadu,East,Apparel,Jeans,Consumer,22925.83,3268.86,0.31,7
8111,2023-06-21,Telangana,East,Apparel,Shoes,Consumer,21159.48,5013.54,0.04,5
8112,2023-11-01,Maharashtra,West,Home Appliances,Refrigerator,Consumer,35887.23,4135.46,0.11,9
8113,2023-08-27,Tamil Nadu,West,Apparel,T-Shirt,Consumer,15395.46,2413.75,0.14,2
8114,2023-03-27,Tamil Nadu,North,Electronics,Laptop,Corporate,22067.71,3960.03,0.12,8
8115,2024-08-22,Telangana,East,Electronics,Echo Dot,Consumer,32191.36,3878.97,0.18,3
8116,2024-06-16,Delhi,South,Apparel,Jeans,Consumer,15537.33,1650.26,0.09,7
8117,2024-05-06,West Bengal,East,Home Appliances,Mixer,Consumer,19787.28,1432.93,0.02,6
8118,2024-04-29,Karnataka,North,Apparel,Jeans,Consumer,34463.34,1909.84,0.19,7
8119,2024-03-27,Maharashtra,North,Apparel,Jacket,Consumer,11181.93,1464.76,0.41,5
8120,2024-02-19,West Bengal,South,Home Appliances,Washing Machine,Consumer,37083.95,5626.62,0.25,4
8121,2023-01-27,Telangana,North,Home Appliances,Washing Machine,Consumer,5536.92,544.56,0.39,5
8122,2023-10-13,Karnataka,West,Electronics,Tablet,Consumer,3256.09,218.23,0.09,4
8123,2024-04-28,Karnataka,South,Apparel,T-Shirt,Corporate,1484.69,94.37,0.14,9
8124,2024-07-18,Delhi,South,Electronics,Smartphone,Corporate,48724.81,8629.23,0.06,1
8125,2024-05-04,West Bengal,North,Electronics,Bose Headphones,Consumer,25875.34,5023.62,0.06,4
8126,2023-08-27,Telangana,South,Electronics,Smartphone,Consumer,6393.48,947.77,0.09,3
8127,2023-04-01,Tamil Nadu,West,Home Appliances,Washing Machine,Corporate,49088.92,5156.95,0.07,7
8128,2024-06-13,Telangana,West,Electronics,Smartphone,Corporate,23831.18,3778.94,0.15,3
8129,2023-05-13,Delhi,North,Electronics,Bose Headphones,Consumer,22355.32,2919.03,0.18,1
8130,2024-06-12,Delhi,West,Electronics,Tablet,Consumer,45855.28,4806.61,0.15,3
8131,2023-06-11,Maharashtra,East,Apparel,Jeans,Consumer,42287.24,1207.32,0.48,9
8132,2023-09-01,Karnataka,South,Home Appliances,Refrigerator,Corporate,10780.8,539.04,0.38,1
8133,2023-12-15,Telangana,South,Home Appliances,Mixer,Corporate,28862.3,3124.53,0.33,2
8134,2023-04-07,Telangana,North,Home Appliances,Mixer,Consumer,29442.42,1294.89,0.46,1
8135,2024-07-27,Karnataka,West,Home Appliances,Mixer,Consumer,28659.48,4525.94,0.07,6
8136,2024-02-08,West Bengal,West,Home Appliances,Washing Machine,Consumer,19230.05,1511.53,0.02,6
8137,2023-08-25,Karnataka,North,Electronics,Laptop,Corporate,30057.57,5874.62,0.19,7
8138,2024-06-08,Tamil Nadu,North,Electronics,Tablet,Consumer,20437.75,3463.25,0.06,3
8139,2024-01-17,Karnataka,West,Electronics,Smartphone,Corporate,37822.5,4080.03,0.44,6
8140,2023-12-22,West Bengal,North,Electronics,Echo Dot,Consumer,11007.65,1210.06,0.02,5
8141,2023-12-04,Maharashtra,West,Electronics,Echo Dot,Consumer,25479.01,3073.26,0.14,3
8142,2023-05-09,Tamil Nadu,North,Apparel,Shoes,Consumer,4040.41,510.12,0.38,1
8143,2024-07-20,Maharashtra,South,Apparel,Jeans,Consumer,46555.47,5316.41,0.08,7
8144,2024-03-14,West Bengal,South,Apparel,Jacket,Consumer,1579.75,271.56,0.06,7
8145,2023-11-10,Telangana,South,Electronics,Smartphone,Consumer,32348.13,2319.89,0.1,9
8146,2023-08-11,Karnataka,North,Electronics,Bose Headphones,Corporate,42147.5,5336.66,0.3,2
8147,2023-12-27,Telangana,North,Apparel,Shoes,Consumer,14804.94,380.23,0.5,4
8148,2023-12-21,Telangana,South,Electronics,Echo Dot,Consumer,35271.66,4337.39,0.35,5
8149,2023-03-04,West Bengal,South,Electronics,Smartphone,Corporate,20066.62,1704.51,0.08,1
8150,2024-05-23,West Bengal,East,Apparel,Jeans,Corporate,29912.14,2148.99,0.2,5
8151,2024-07-12,Karnataka,North,Apparel,Jeans,Consumer,20436.36,2680.89,0.46,1
8152,2024-06-26,Delhi,East,Electronics,Smartphone,Consumer,37857.2,5070.45,0.35,9
8153,2023-06-05,Maharashtra,West,Electronics,Laptop,Corporate,44139.24,4418.15,0.17,9
8154,2023-03-11,Telangana,East,Electronics,Echo Dot,Corporate,10103.27,1084.83,0.31,7
8155,2023-01-24,Karnataka,North,Electronics,Echo Dot,Consumer,30507.25,3228.64,0.04,7
8156,2023-11-18,Tamil Nadu,South,Electronics,Laptop,Consumer,49233.54,5585.27,0.47,6
8157,2023-03-25,Tamil Nadu,East,Home Appliances,Mixer,Consumer,20053.56,985.68,0.46,5
8158,2024-07-02,Delhi,East,Electronics,Echo Dot,Corporate,20560.48,1670.34,0.46,5
8159,2023-03-06,Telangana,East,Home Appliances,Washing Machine,Corporate,8502.37,421.34,0.32,3
8160,2024-04-22,Maharashtra,East,Apparel,Shoes,Corporate,24866.05,2496.13,0.12,4
8161,2024-03-27,Telangana,North,Electronics,Tablet,Corporate,43758.29,4370.7,0.16,8
8162,2023-05-04,Tamil Nadu,South,Home Appliances,Refrigerator,Corporate,17071.22,2234.01,0.11,5
8163,2023-06-24,Karnataka,West,Home Appliances,Washing Machine,Consumer,13540.17,1339.45,0.43,1
8164,2023-01-11,Karnataka,East,Electronics,Echo Dot,Corporate,6701.93,652.89,0.29,9
8165,2023-10-08,Delhi,East,Electronics,Bose Headphones,Consumer,8624.99,775.88,0.24,6
8166,2023-07-08,Delhi,North,Electronics,Echo Dot,Corporate,49433.25,10913.99,0.08,9
8167,2024-05-22,West Bengal,East,Apparel,Jeans,Corporate,14143.61,521.81,0.34,4
8168,2023-02-01,Maharashtra,North,Apparel,T-Shirt,Consumer,14921.31,2144.37,0.35,1
8169,2024-04-15,Karnataka,East,Electronics,Tablet,Consumer,26982.06,4479.15,0.23,3
8170,2023-05-11,Karnataka,North,Electronics,Laptop,Corporate,17103.39,2264.87,0.45,7
8171,2023-12-11,Karnataka,East,Electronics,Echo Dot,Corporate,21176.26,1904.17,0.17,7
8172,2023-10-22,Telangana,West,Electronics,Smartphone,Corporate,27678.75,1092.33,0.48,6
8173,2024-05-20,Delhi,West,Apparel,Jacket,Consumer,7189.35,479.53,0.03,8
8174,2023-11-11,Maharashtra,North,Electronics,Bose Headphones,Consumer,36485.12,7466.26,0.1,9
8175,2023-12-11,Delhi,West,Apparel,Jeans,Corporate,44443.86,7876.85,0.05,9
8176,2023-05-15,West Bengal,West,Home Appliances,Mixer,Corporate,26278.09,3205.87,0.39,3
8177,2023-12-01,West Bengal,West,Electronics,Tablet,Consumer,943.78,63.8,0.36,3
8178,2024-06-13,Delhi,South,Apparel,Jeans,Corporate,25610.14,2905.49,0.02,8
8179,2024-01-28,Maharashtra,East,Apparel,Jacket,Consumer,35423.07,5928.09,0.04,3
8180,2023-10-07,West Bengal,West,Electronics,Smartphone,Corporate,23657.77,1648.95,0.44,4
8181,2023-01-04,Maharashtra,East,Electronics,Laptop,Consumer,35158.92,7438.99,0.03,5
8182,2023-01-10,Telangana,East,Electronics,Laptop,Corporate,7960.49,1127.68,0.35,8
8183,2023-05-21,Tamil Nadu,West,Electronics,Smartphone,Consumer,35497.74,3737.5,0.4,3
8184,2023-04-02,West Bengal,East,Electronics,Tablet,Consumer,27971.64,1051.3,0.41,5
8185,2024-04-22,Karnataka,South,Electronics,Laptop,Consumer,6041.46,270.66,0.34,3
8186,2024-03-23,Maharashtra,South,Home Appliances,Mixer,Consumer,11092.34,968.47,0.18,1
8187,2023-09-03,Tamil Nadu,East,Home Appliances,Mixer,Corporate,26909.26,3394.63,0.27,4
8188,2024-04-12,Karnataka,South,Electronics,Laptop,Corporate,40106.1,2266.48,0.39,2
8189,2024-07-12,Telangana,South,Electronics,Bose Headphones,Corporate,46713.61,5005.41,0.25,9
8190,2023-02-24,Delhi,West,Apparel,Jeans,Consumer,39868.87,7600.69,0.23,2
8191,2023-10-09,Delhi,North,Home Appliances,Refrigerator,Corporate,3873.93,177.94,0.23,2
8192,2024-06-14,Tamil Nadu,West,Apparel,Jeans,Consumer,45446.81,2471.07,0.26,5
8193,2023-02-14,Tamil Nadu,West,Electronics,Tablet,Corporate,5491.02,180.3,0.47,9
8194,2023-01-10,Delhi,East,Electronics,Tablet,Consumer,15497.91,2650.09,0.1,1
8195,2023-10-02,Telangana,South,Apparel,Jacket,Corporate,40982.87,1438.49,0.4,6
8196,2023-10-31,Maharashtra,North,Home Appliances,Mixer,Corporate,26245.97,2862.39,0.14,9
8197,2024-07-30,Telangana,North,Electronics,Laptop,Consumer,25092.1,1835.22,0.07,1
8198,2023-06-04,Tamil Nadu,East,Apparel,T-Shirt,Consumer,20573.83,1218.48,0.45,6
8199,2023-06-18,Telangana,East,Electronics,Tablet,Corporate,35895.61,1470.14,0.37,5
8200,2023-01-13,West Bengal,East,Electronics,Bose Headphones,Consumer,41879.0,5068.71,0.14,2
8201,2023-01-23,Telangana,West,Home Appliances,Refrigerator,Corporate,10410.28,830.7,0.45,4
8202,2023-05-19,Telangana,East,Home Appliances,Mixer,Corporate,4944.5,459.79,0.45,2
8203,2023-06-15,Telangana,South,Home Appliances,Microwave,Consumer,20734.33,4093.57,0.19,6
8204,2023-02-16,Karnataka,East,Electronics,Laptop,Corporate,24394.78,1678.24,0.17,8
8205,2023-01-14,Tamil Nadu,North,Apparel,T-Shirt,Corporate,20356.51,3077.68,0.21,2
8206,2023-08-29,Delhi,South,Electronics,Echo Dot,Consumer,34695.08,4624.62,0.42,8
8207,2023-12-15,Delhi,West,Electronics,Smartphone,Corporate,16436.24,462.88,0.44,9
8208,2024-02-08,Karnataka,West,Apparel,T-Shirt,Corporate,30172.82,1485.42,0.16,5
8209,2024-01-20,Telangana,South,Electronics,Bose Headphones,Consumer,2089.87,519.99,0.0,3
8210,2024-02-10,Tamil Nadu,West,Apparel,Shoes,Corporate,38975.64,3324.19,0.2,3
8211,2024-06-12,Karnataka,West,Electronics,Smartphone,Consumer,37311.06,3360.57,0.38,7
8212,2024-05-16,West Bengal,South,Electronics,Smartphone,Consumer,17610.54,1495.23,0.1,3
8213,2023-01-24,Delhi,West,Apparel,Jeans,Corporate,28072.2,3397.56,0.06,4
8214,2023-02-07,Tamil Nadu,South,Apparel,Jacket,Consumer,11626.91,868.64,0.12,4
8215,2023-09-20,Telangana,West,Home Appliances,Mixer,Consumer,25593.25,1710.92,0.08,5
8216,2023-06-23,Delhi,West,Electronics,Tablet,Corporate,29489.76,5234.68,0.13,3
8217,2023-09-03,Tamil Nadu,South,Electronics,Echo Dot,Consumer,27073.72,3721.85,0.17,6
8218,2024-01-03,West Bengal,East,Electronics,Bose Headphones,Consumer,17761.06,2743.26,0.23,5
8219,2024-06-30,Karnataka,North,Apparel,Jeans,Corporate,44016.59,7286.39,0.01,5
8220,2023-07-13,Tamil Nadu,East,Electronics,Echo Dot,Corporate,17631.96,3587.5,0.05,3
8221,2023-05-24,Maharashtra,North,Apparel,Jeans,Consumer,18753.85,1597.89,0.34,7
8222,2023-03-03,Delhi,West,Apparel,Shoes,Consumer,29858.9,5114.24,0.14,1
8223,2023-02-14,Telangana,West,Apparel,Jeans,Corporate,39964.74,1892.67,0.28,1
8224,2023-02-19,West Bengal,South,Apparel,T-Shirt,Corporate,39624.97,4455.37,0.18,8
8225,2023-02-19,Telangana,West,Apparel,Jacket,Corporate,40864.71,5923.56,0.17,1
8226,2023-08-27,Karnataka,East,Electronics,Tablet,Consumer,18812.47,2353.16,0.14,7
8227,2023-05-21,West Bengal,South,Apparel,T-Shirt,Corporate,34868.16,2191.48,0.26,1
8228,2023-07-30,Karnataka,North,Electronics,Bose Headphones,Consumer,15573.47,2673.73,0.29,7
8229,2023-06-04,Maharashtra,South,Electronics,Tablet,Corporate,29211.5,3841.11,0.32,3
8230,2024-04-15,Karnataka,North,Electronics,Smartphone,Corporate,9111.5,1846.0,0.14,4
8231,2024-02-15,Tamil Nadu,North,Electronics,Smartphone,Consumer,10028.84,2016.65,0.14,8
8232,2024-01-25,Tamil Nadu,South,Electronics,Smartphone,Corporate,30438.18,3591.66,0.26,8
8233,2023-11-06,Karnataka,North,Electronics,Bose Headphones,Consumer,44716.08,3070.05,0.47,8
8234,2023-09-28,Tamil Nadu,East,Electronics,Echo Dot,Consumer,12495.81,2230.22,0.19,7
8235,2023-12-02,Maharashtra,West,Electronics,Tablet,Corporate,44399.77,2154.99,0.32,3
8236,2024-04-17,Maharashtra,East,Home Appliances,Washing Machine,Consumer,45595.54,6357.05,0.24,5
8237,2023-06-20,Tamil Nadu,South,Apparel,Shoes,Consumer,13018.57,805.42,0.35,3
8238,2023-09-05,Tamil Nadu,South,Electronics,Laptop,Corporate,14066.66,1182.81,0.21,4
8239,2023-04-26,West Bengal,East,Home Appliances,Refrigerator,Corporate,3511.54,393.17,0.16,3
8240,2023-01-27,Maharashtra,North,Electronics,Echo Dot,Corporate,6840.53,1047.88,0.16,8
8241,2023-03-30,Karnataka,South,Electronics,Echo Dot,Consumer,31166.28,5604.5,0.17,1
8242,2024-07-09,Telangana,North,Home Appliances,Mixer,Corporate,27756.73,4808.4,0.03,2
8243,2024-06-21,Telangana,West,Electronics,Echo Dot,Consumer,9613.85,857.82,0.16,8
8244,2024-04-13,Karnataka,West,Electronics,Bose Headphones,Consumer,19350.58,2183.43,0.43,3
8245,2023-03-13,Maharashtra,West,Home Appliances,Washing Machine,Consumer,9210.71,1136.36,0.39,6
8246,2024-06-24,Tamil Nadu,North,Electronics,Bose Headphones,Corporate,4774.41,769.98,0.35,2
8247,2023-06-29,Maharashtra,South,Home Appliances,Mixer,Corporate,28254.58,3429.56,0.03,4
8248,2023-10-19,Telangana,North,Apparel,Jeans,Consumer,22581.2,4936.18,0.08,3
8249,2023-06-25,Telangana,West,Electronics,Bose Headphones,Corporate,861.25,141.49,0.24,4
8250,2024-08-11,Maharashtra,West,Apparel,Shoes,Consumer,15852.81,2665.45,0.29,3
8251,2023-02-06,Karnataka,West,Home Appliances,Microwave,Corporate,8901.26,2054.38,0.07,6
8252,2023-08-19,West Bengal,West,Electronics,Tablet,Corporate,3418.11,457.56,0.35,4
8253,2024-02-24,West Bengal,North,Apparel,Jeans,Corporate,14958.31,1191.68,0.46,7
8254,2024-01-17,West Bengal,West,Electronics,Bose Headphones,Consumer,9648.51,1039.81,0.49,7
8255,2024-01-18,Delhi,West,Electronics,Laptop,Corporate,37054.79,1526.16,0.24,4
8256,2023-06-25,Delhi,South,Apparel,Shoes,Consumer,24569.76,2803.3,0.12,9
8257,2023-06-10,West Bengal,North,Electronics,Echo Dot,Consumer,23455.1,1365.59,0.41,1
8258,2024-08-18,Delhi,East,Electronics,Laptop,Corporate,9921.93,932.54,0.5,9
8259,2023-12-16,Tamil Nadu,South,Electronics,Echo Dot,Corporate,34009.61,2287.1,0.43,8
8260,2023-04-29,Tamil Nadu,West,Apparel,Jeans,Corporate,37486.92,5676.42,0.26,8
8261,2024-03-31,Maharashtra,East,Electronics,Tablet,Corporate,14395.05,783.22,0.38,3
8262,2023-06-22,Tamil Nadu,East,Apparel,T-Shirt,Corporate,39380.6,8121.98,0.05,8
8263,2024-04-28,Maharashtra,East,Apparel,Jeans,Corporate,1276.2,97.96,0.36,5
8264,2024-01-08,Maharashtra,East,Apparel,Jacket,Consumer,48406.54,7983.84,0.2,6
8265,2024-06-07,Maharashtra,South,Apparel,Jacket,Corporate,7276.79,766.95,0.4,8
8266,2024-01-23,West Bengal,North,Apparel,T-Shirt,Corporate,28065.25,2432.74,0.32,5
8267,2023-11-16,Tamil Nadu,West,Electronics,Tablet,Consumer,25423.48,2560.53,0.29,3
8268,2023-07-30,Delhi,West,Apparel,T-Shirt,Consumer,9689.27,780.77,0.44,7
8269,2023-11-29,Maharashtra,West,Electronics,Bose Headphones,Corporate,13847.56,1312.83,0.41,4
8270,2023-06-08,Telangana,North,Electronics,Tablet,Consumer,9445.39,1391.8,0.26,2
8271,2023-09-01,Delhi,North,Electronics,Smartphone,Corporate,22888.53,3077.6,0.22,6
8272,2023-04-30,Maharashtra,East,Apparel,Jacket,Consumer,31399.8,3855.64,0.47,1
8273,2023-08-18,Tamil Nadu,East,Electronics,Echo Dot,Consumer,46839.13,4043.12,0.27,5
8274,2023-11-01,Karnataka,South,Apparel,Jeans,Consumer,28407.49,2875.45,0.25,9
8275,2023-12-06,Maharashtra,West,Electronics,Laptop,Corporate,2139.05,377.85,0.26,8
